1	1	356	102	947
1	2	825	491	270
2	2	825	491	270
2	1	356	102	947
3	1	356	102	947
3	2	825	491	270
4	2	825	491	270
4	1	356	102	947
5	1	356	102	947
5	2	825	491	270
6	2	825	491	270
6	1	356	102	947
7	1	356	102	947
7	2	825	491	270
8	2	825	491	270
8	1	356	102	947
9	1	356	102	947
9	2	825	491	270
10	2	825	491	270
10	1	356	102	947
